id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
7347,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0
7348,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0
7349,L54529,L,299.7,310.2,1633,36.5,24,0,0,0,0,0
7350,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0
7351,L54531,L,299.7,310.2,1458,43.4,28,0,0,0,0,0
7352,M22212,M,299.7,310.2,1440,42.8,30,0,0,0,0,0
7353,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0
7354,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0
7355,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0
7356,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0
7357,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0
7358,M22218,M,299.5,310.1,1659,31.5,44,0,0,0,0,0
7359,M22219,M,299.4,310,1512,43.2,47,0,0,0,0,0
7360,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0
7361,L54541,L,299.5,310,1502,38.5,52,0,0,0,0,0
7362,L54542,L,299.5,310,1594,35.1,54,0,0,0,0,0
7363,L54543,L,299.5,310,1412,48.9,56,0,0,0,0,0
7364,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0
7365,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0
7366,H36780,H,299.6,310.1,1531,36.8,62,0,0,0,0,0
7367,M22227,M,299.5,310.1,1359,61.1,67,0,0,0,0,0
7368,M22228,M,299.6,310.2,1620,30,70,0,0,0,0,0
7369,M22229,M,299.6,310.1,1646,29.6,73,0,0,0,0,0
7370,M22230,M,299.6,310.1,1455,46.1,76,0,0,0,0,0
7371,L54551,L,299.6,310.2,1512,44,79,0,0,0,0,0
7372,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0
7373,L54553,L,299.6,310.1,1553,38,83,0,0,0,0,0
7374,L54554,L,299.5,310,1379,50.4,85,0,0,0,0,0
7375,M22235,M,299.4,309.9,1567,40.6,87,0,0,0,0,0
7376,L54556,L,299.5,310,1481,43.1,90,0,0,0,0,0
7377,L54557,L,299.5,310,1349,52.7,92,0,0,0,0,0
7378,L54558,L,299.5,310,1388,52.4,94,0,0,0,0,0
7379,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0
7380,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0
7381,L54561,L,299.7,310.3,1495,43.1,101,0,0,0,0,0
7382,L54562,L,299.8,310.4,1698,28.3,103,0,0,0,0,0
7383,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0
7384,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0
7385,M22245,M,299.8,310.5,1375,53.9,110,0,0,0,0,0
7386,M22246,M,299.8,310.6,1574,31.8,113,0,0,0,0,0
7387,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0
7388,M22248,M,299.8,310.6,1694,31.3,121,0,0,0,0,0
7389,L54569,L,299.8,310.6,1707,32.5,124,0,0,0,0,0
7390,M22250,M,299.7,310.5,1490,41.2,126,0,0,0,0,0
7391,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0
7392,M22252,M,299.7,310.5,1492,39.3,131,0,0,0,0,0
7393,M22253,M,299.7,310.5,1594,35.4,134,0,0,0,0,0
7394,L54574,L,299.7,310.6,1479,38,137,0,0,0,0,0
7395,M22255,M,299.7,310.6,1572,38,139,0,0,0,0,0
7396,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0
7397,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0
7398,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0
7399,L54579,L,299.6,310.6,1642,35.1,149,0,0,0,0,0
7400,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0
7401,L54581,L,299.8,310.8,1409,51.9,154,0,0,0,0,0
7402,M22262,M,299.8,310.8,1463,43.5,156,0,0,0,0,0
7403,L54583,L,299.8,310.8,1376,48.6,159,0,0,0,0,0
7404,L54584,L,299.8,310.8,1553,32.2,161,0,0,0,0,0
7405,M22265,M,299.8,310.8,1530,35.2,163,0,0,0,0,0
7406,L54586,L,299.8,310.9,1545,40.7,166,0,0,0,0,0
7407,H36821,H,299.8,310.9,1427,47.2,168,0,0,0,0,0
7408,L54588,L,299.9,310.9,1292,51.1,173,0,0,0,0,0
7409,L54589,L,299.8,310.9,2084,17.6,175,0,0,0,0,0
7410,L54590,L,299.9,311,1747,27.6,177,0,0,0,0,0
7411,L54591,L,300,311.1,1425,47.8,179,0,0,0,0,0
7412,L54592,L,300,311,1637,33.6,181,0,0,0,0,0
7413,M22273,M,300.1,311.1,1616,35.2,183,0,0,0,0,0
7414,L54594,L,300.1,311.1,1619,33.4,186,0,0,0,0,0
7415,L54595,L,300.1,311.2,1489,39.1,188,0,0,0,0,0
7416,M22276,M,300.1,311.2,1452,42.4,190,0,0,0,0,0
7417,M22277,M,300.1,311.3,1495,41,193,0,0,0,0,0
7418,M22278,M,300.2,311.4,1427,39.7,196,0,0,0,0,0
7419,L54599,L,300.1,311.4,1572,36.2,199,0,0,0,0,0
7420,L54600,L,300.1,311.3,1547,40,201,0,0,0,0,0
7421,M22281,M,300.1,311.4,1342,48.5,203,0,0,0,0,0
7422,L54602,L,300,311.2,1351,44.1,206,0,0,0,0,0
7423,L54603,L,300,311.3,1407,47.3,208,0,0,0,0,0
7424,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0
7425,M22285,M,300,311.4,1791,24.1,213,0,0,0,0,0
7426,M22286,M,300,311.4,1692,29,216,1,0,0,0,0
7427,L54607,L,300,311.4,1634,31.9,0,0,0,0,0,0
7428,M22288,M,300,311.4,1864,23.3,2,0,0,0,0,0
7429,L54609,L,300,311.4,1590,33.6,5,0,0,0,0,0
7430,M22290,M,300,311.4,1384,46.1,7,0,0,0,0,0
7431,M22291,M,300,311.4,1352,61.8,10,0,0,0,0,0
7432,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0
7433,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0
7434,L54614,L,300,311.4,1508,38.2,18,0,0,0,0,0
7435,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0
7436,L54616,L,300,311.4,1487,41.2,22,0,0,0,0,0
7437,L54617,L,299.8,311.3,1727,30,24,0,0,0,0,0
7438,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0
7439,L54619,L,300,311.3,1493,41.4,28,0,0,0,0,0
7440,L54620,L,300,311.4,1655,29.6,30,0,0,0,0,0
7441,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0
7442,L54622,L,300,311.5,1601,36.9,35,0,0,0,0,0
7443,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0
7444,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0
7445,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0
7446,L54626,L,300.2,311.8,1379,51,46,0,0,0,0,0
7447,M22307,M,300.3,311.9,1677,30.8,48,0,0,0,0,0
7448,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0
7449,L54629,L,300.3,311.8,1418,45.9,53,0,0,0,0,0
7450,L54630,L,300.3,311.8,1451,41,55,0,0,0,0,0
7451,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0
7452,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0
7453,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0
7454,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0
7455,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0
7456,M22316,M,300.2,311.7,1397,50.2,71,0,0,0,0,0
7457,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0
7458,M22318,M,300.1,311.6,1433,51.4,76,0,0,0,0,0
7459,L54639,L,300,311.5,1591,32,79,0,0,0,0,0
7460,L54640,L,300,311.5,1445,41.6,81,0,0,0,0,0
7461,L54641,L,300,311.5,1749,28.3,83,0,0,0,0,0
7462,L54642,L,300,311.3,1703,30.4,85,0,0,0,0,0
7463,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0
7464,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0
7465,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0
7466,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0
7467,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0
7468,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0
7469,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0
7470,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0
7471,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0
7472,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0
7473,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0
7474,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0
7475,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0
7476,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0
7477,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0
7478,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0
7479,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0
7480,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0
7481,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0
7482,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0
7483,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0
7484,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0
7485,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0
7486,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0
7487,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0
7488,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,1
7489,M22349,M,300.2,311.6,1751,28,162,0,0,0,0,0
7490,M22350,M,300.4,311.8,1707,30,165,0,0,0,0,0
7491,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0
7492,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0
7493,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0
7494,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0
7495,L54675,L,300.3,311.9,1609,34,177,0,0,0,0,0
7496,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0
7497,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0
7498,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0
7499,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0
7500,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0
7501,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0
7502,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0
7503,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0
7504,L54684,L,300.4,311.8,1589,42,201,0,0,0,0,0
7505,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0
7506,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0
7507,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0
7508,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0
7509,L54689,L,300.6,311.9,1372,60.1,212,0,0,0,1,0
7510,L54690,L,300.5,311.8,1524,38.9,214,1,0,0,0,0
7511,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0
7512,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0
7513,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0
7514,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0
7515,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0
7516,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0
7517,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0
7518,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0
7519,L54699,L,300.2,311.6,1999,21,19,0,0,0,0,0
7520,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0
7521,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0
7522,L54702,L,300.1,311.5,1334,54,26,0,0,0,0,0
7523,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0
7524,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0
7525,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0
7526,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0
7527,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0
7528,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0
7529,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0
7530,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0
7531,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0
7532,M22392,M,300,311.3,1629,32.1,55,0,0,0,0,0
7533,L54713,L,300,311.2,1504,37.9,58,0,0,0,0,0
7534,L54714,L,300,311.2,1418,47.3,60,0,0,0,0,0
7535,L54715,L,300,311.2,1629,31.7,62,0,0,0,0,0
7536,L54716,L,300.1,311.3,2579,12.5,64,0,0,1,0,0
7537,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0
7538,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0
7539,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0
7540,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0
7541,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0
7542,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0
7543,L54723,L,300.3,311.5,1446,45,82,0,0,0,0,0
7544,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0
7545,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0
7546,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0
7547,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0
7548,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0
7549,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0
7550,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0
7551,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0
7552,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0
7553,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0
7554,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0
7555,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0
7556,L54736,L,300.3,311.4,1471,37,114,0,0,0,0,0
7557,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0
7558,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0
7559,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0
7560,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0
7561,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0
7562,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0
7563,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0
7564,M22424,M,300.3,311.2,1381,65.2,136,0,0,1,0,0
7565,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0
7566,L54746,L,300.3,311,1613,34.7,142,0,0,0,0,0
7567,M22427,M,300.2,311,2370,14.7,144,0,0,0,0,0
7568,L54748,L,300.2,311,1627,33.7,147,0,0,0,0,0
7569,L54749,L,300.2,311,1255,71.8,149,0,0,1,0,0
7570,H36984,H,300.2,311,1777,27.5,151,0,0,0,0,0
7571,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0
7572,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0
7573,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0
7574,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0
7575,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0
7576,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0
7577,L54757,L,300.4,311.2,1530,32,169,0,0,0,0,0
7578,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0
7579,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0
7580,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0
7581,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0
7582,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0
7583,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0
7584,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0
7585,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0
7586,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0
7587,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0
7588,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0
7589,L54769,L,300.4,311,1802,26,197,0,0,0,0,0
7590,M22450,M,300.4,311,1433,46.1,199,0,0,0,0,0
7591,M22451,M,300.5,311.1,1296,61.3,202,0,0,0,1,0
7592,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0
7593,L54773,L,300.5,311.2,1270,67.5,208,0,0,0,1,0
7594,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0
7595,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0
7596,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0
7597,L54777,L,300.5,311,2074,18.9,9,0,0,0,0,0
7598,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0
7599,L54779,L,300.5,311,1759,28.3,13,0,0,0,0,0
7600,M22460,M,300.4,311,1595,35.4,15,0,0,0,0,0
7601,L54781,L,300.4,311.2,1351,62,18,0,0,0,0,0
7602,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0
7603,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0
7604,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0
7605,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0
7606,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0
7607,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0
7608,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0
7609,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0
7610,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0
7611,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0
7612,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0
7613,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0
7614,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0
7615,L54795,L,300.5,311.4,1442,47,53,0,0,0,0,0
7616,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0
7617,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0
7618,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0
7619,L54799,L,300.6,311.5,1459,47,63,0,0,0,0,0
7620,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0
7621,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0
7622,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0
7623,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0
7624,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0
7625,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0
7626,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0
7627,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0
7628,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0
7629,M22489,M,300.5,311.7,1269,64,87,0,0,0,0,0
7630,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0
7631,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0
7632,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0
7633,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0
7634,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0
7635,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0
7636,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0
7637,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0
7638,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0
7639,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0
7640,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0
7641,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0
7642,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0
7643,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0
7644,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0
7645,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0
7646,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0
7647,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0
7648,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0
7649,H37063,H,300.4,311.5,1662,29,137,0,0,0,0,0
7650,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0
7651,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0
7652,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0
7653,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0
7654,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0
7655,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0
7656,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0
7657,L54837,L,300.5,311.6,1661,30,158,0,0,0,0,0
7658,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0
7659,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0
7660,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0
7661,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0
7662,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0
7663,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0
7664,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0
7665,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0
7666,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0
7667,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0
7668,L54848,L,300.6,311.8,1539,37,187,0,0,0,0,0
7669,L54849,L,300.7,311.8,1336,58.4,189,0,0,0,1,0
7670,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0
7671,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0
7672,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0
7673,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0
7674,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0
7675,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0
7676,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0
7677,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0
7678,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0
7679,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0
7680,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0
7681,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0
7682,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0
7683,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0
7684,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0
7685,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0
7686,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0
7687,M22547,M,300.7,311.7,2097,18.9,232,1,0,0,0,0
7688,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0
7689,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0
7690,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0
7691,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0
7692,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0
7693,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0
7694,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0
7695,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0
7696,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0
7697,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0
7698,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0
7699,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0
7700,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0
7701,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0
7702,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0
7703,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0
7704,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0
7705,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0
7706,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0
7707,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0
7708,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0
7709,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0
7710,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0
7711,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0
7712,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0
7713,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0
7714,L54894,L,300.5,311.5,1487,43,78,0,0,0,0,0
7715,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0
7716,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0
7717,L54897,L,300.5,311.6,1365,53,85,0,0,0,0,0
7718,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0
7719,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0
7720,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0
7721,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0
7722,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0
7723,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0
7724,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0
7725,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0
7726,M22586,M,300.8,311.9,1761,29,113,0,0,0,0,0
7727,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0
7728,L54908,L,300.7,311.8,1420,47,119,0,0,0,0,0
7729,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0
7730,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0
7731,L54911,L,300.6,312,1566,30.1,128,0,0,0,0,0
7732,L54912,L,300.6,312,1430,42.7,130,0,0,0,0,0
7733,L54913,L,300.6,312,1481,40.9,132,0,0,0,0,0
7734,L54914,L,300.6,312,1670,29.4,134,0,0,0,0,0
7735,L54915,L,300.6,312,1406,55.1,136,0,0,0,0,0
7736,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0
7737,M22597,M,300.5,312,1985,19.3,143,0,0,0,0,0
